Название,Цена,Описание,Характеристики,Фото 
Компрессор винтовой безмасляный EAGLE 315-7,13 272 240 руб.,,"Производительность:48.70 м³/мин Рабочее давление:7 бар Мощность:315 кВт Производительность:48.70 м³/мин Рабочее давление:7 бар Мощность:315 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:87 дБ Питание:380 В Выход сжатого воздуха:DN 100 (4"") дюйм Габаритные размеры Д/Ш/В:3685х2140х2715 мм Масса:6300 кг Производительность:48.7 м³/мин Рабочее давление:8.5 бар Мощность:315 кВт Производительность:48.70 м³/мин Рабочее давление:7 бар Мощность:315 кВт Производительность:48.80 м³/мин Рабочее давление:7 бар Мощность:315 кВт ",https://rusgroupp.ru/assets/images/products/966/eagle.png 
Компрессор винтовой INVERSYS Plus 30-13,1 123 360 руб.,,"Производительность:4 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Производительность:4 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Мощность:30 кВт Уровень шума:70 дБ Выход сжатого воздуха:1 1/4"" дюйм Габаритные размеры Д/Ш/В:1575х1030х1750 мм Масса:695 кг Производительность:4 м³/мин Рабочее давление:4 бар Мощность:22 кВт Производительность:4.3 м³/мин Рабочее давление:13 бар Мощность:37 кВт Производительность:4.89 м³/мин Мощность:18.5 кВт ",https://rusgroupp.ru/assets/images/products/455/inversys-30-plus.png 
Компрессор винтовой Dalgakiran F 4-10,242 760 руб.,,"Производительность:0.5 м³/мин Рабочее давление:10 бар Мин. давление:4 бар Производительность:0.5 м³/мин Рабочее давление:10 бар Мин. давление:4 бар Мощность:4 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:68 дБ Питание:380 В Выход сжатого воздуха:1/2"" дюйм Габаритные размеры Д/Ш/В:950x550x900 мм Масса:155 кг Производительность:2.1 м³/мин Рабочее давление:13 бар Мощность:18 кВт Производительность:0.6 м³/мин Рабочее давление:8 бар Мощность:5.5 кВт Производительность:0.9 м³/мин Рабочее давление:14.5 бар Мощность:11 кВт ",https://rusgroupp.ru/assets/images/products/711/fortius-s.png 
"Компрессор винтовой безмасляный EAGLE 315-8,5",13 272 240 руб.,,"Производительность:48.7 м³/мин Рабочее давление:8.5 бар Мощность:315 кВт Производительность:48.7 м³/мин Рабочее давление:8.5 бар Мощность:315 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:87 дБ Питание:380 В Выход сжатого воздуха:DN 100 (4"") дюйм Габаритные размеры Д/Ш/В:3685х2140х2715 мм Масса:6300 кг Производительность:48.70 м³/мин Рабочее давление:7 бар Мощность:315 кВт Производительность:49.1 м³/мин Рабочее давление:7.5 бар Мощность:250 кВт Производительность:48.80 м³/мин Рабочее давление:7 бар Мощность:315 кВт ",https://rusgroupp.ru/assets/images/products/967/eagle.png 
Компрессор винтовой DVK D 220-10,по запросу,,"Производительность:23.5 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Производительность:23.5 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Мощность:160 кВт Уровень шума:79 дБ Выход сжатого воздуха:2 1/2"" дюйм Габаритные размеры Д/Ш/В:2750x1805x2000 мм Масса:3080 кг Производительность:24 м³/мин Рабочее давление:10 бар Мощность:160 кВт Производительность:24 м³/мин Рабочее давление:10 бар Мощность:160 кВт Производительность:23.50 м³/мин Рабочее давление:10 бар Мощность:160 кВт ",https://rusgroupp.ru/assets/images/products/456/dvk-220d-(1).png https://rusgroupp.ru/assets/images/products/456/dvk-220d-(2).png https://rusgroupp.ru/assets/images/products/456/dvk-220d-(3).png https://rusgroupp.ru/assets/images/products/456/dvk-220d-(4).png https://rusgroupp.ru/assets/images/products/456/dvk-220d-(5).png 
Компрессор винтовой Dalgakiran F 4-13,242 760 руб.,,"Производительность:0.39 м³/мин Рабочее давление:13 бар Мин. давление:4 бар Производительность:0.39 м³/мин Рабочее давление:13 бар Мин. давление:4 бар Мощность:4 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:68 дБ Питание:380 В Выход сжатого воздуха:1/2"" дюйм Габаритные размеры Д/Ш/В:950x550x900 мм Масса:155 кг Производительность:0.68 м³/мин Рабочее давление:10 бар Мощность:7.5 кВт Производительность:0.6 м³/мин Рабочее давление:7.5 бар Мощность:4 кВт Производительность:1 м³/мин Рабочее давление:14 бар Мощность:11 кВт ",https://rusgroupp.ru/assets/images/products/712/fortius-s.png 
Компрессор винтовой безмасляный EAGLE 315-10,13 272 240 руб.,,"Производительность:44.20 м³/мин Рабочее давление:10 бар Мощность:315 кВт Производительность:44.20 м³/мин Рабочее давление:10 бар Мощность:315 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:87 дБ Питание:380 В Выход сжатого воздуха:DN 100 (4"") дюйм Габаритные размеры Д/Ш/В:3685х2140х2715 мм Масса:6300 кг Производительность:45 м³/мин Рабочее давление:8.5 бар Мощность:250 кВт Производительность:45.5 м³/мин Рабочее давление:10 бар Мощность:315 кВт Производительность:44.30 м³/мин Рабочее давление:7 бар Мощность:250 кВт ",https://rusgroupp.ru/assets/images/products/968/eagle.png 
Компрессор винтовой INVERSYS Plus 30-7 ID,по запросу,,"Рабочее давление:7.5 бар Мин. давление:5.5 бар Без ресивера:1 Рабочее давление:7.5 бар Мин. давление:5.5 бар Мощность:30 кВт Выход сжатого воздуха:1 1/4"" дюйм Габаритные размеры Д/Ш/В:1575x1030x1750 мм Масса:695 кг ",https://rusgroupp.ru/assets/images/products/457/inversys-30-plus.png 
Компрессор винтовой Dalgakiran F 4-7-250,265 880 руб.,,"Производительность:0.6 м³/мин Рабочее давление:7.5 бар Мин. давление:4 бар Производительность:0.6 м³/мин Рабочее давление:7.5 бар Мин. давление:4 бар Объем ресивера:250 литров Мощность:4 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:68 дБ Питание:380 В Выход сжатого воздуха:1/2"" дюйм Габаритные размеры Д/Ш/В:1450x550x1400 мм Масса:241 кг Производительность:0.85 м³/мин Рабочее давление:13 бар Мощность:7 кВт Производительность:2.2 м³/мин Рабочее давление:10 бар Мощность:15 кВт Производительность:2.1 м³/мин Рабочее давление:14.5 бар Мощность:18.5 кВт ",https://rusgroupp.ru/assets/images/products/713/fortius-r.jpg 
Компрессор винтовой DVK D 220-13,по запросу,,"Производительность:20 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Производительность:20 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Мощность:160 кВт Уровень шума:79 дБ Выход сжатого воздуха:1 1/2"" дюйм Габаритные размеры Д/Ш/В:2750x1805x2000 мм Масса:3080 кг Производительность:20 м³/мин Рабочее давление:10 бар Мощность:132 кВт Производительность:21,3 м³/мин Рабочее давление:10 бар Мощность:186 кВт Производительность:20 м³/мин Рабочее давление:13 бар Мощность:160 кВт ",https://rusgroupp.ru/assets/images/products/458/izobrazhenie-2022-10-19-142940350.png 
Компрессор винтовой Dalgakiran F 4-10-250,267 580 руб.,,"Производительность:0.5 м³/мин Рабочее давление:10 бар Мин. давление:4 бар Производительность:0.5 м³/мин Рабочее давление:10 бар Мин. давление:4 бар Объем ресивера:250 литров Мощность:4 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:68 дБ Питание:380 В Выход сжатого воздуха:1/2"" дюйм Габаритные размеры Д/Ш/В:1450x550x1400 мм Масса:241 кг Производительность:2.09 м³/мин Мощность:7.5 кВт Производительность:1.15 м³/мин Рабочее давление:7.5 бар Мощность:7.5 кВт Производительность:0.82 м³/мин Рабочее давление:7.5 бар Мощность:5 кВт ",https://rusgroupp.ru/assets/images/products/714/fortius-r.jpg 
"Компрессор винтовой INVERSYS Plus 30-8,5 ID",по запросу,,"Рабочее давление:8 бар Без ресивера:1 Мощность:30 кВт Рабочее давление:8 бар Мощность:30 кВт Выход сжатого воздуха:1 1/4"" дюйм Габаритные размеры Д/Ш/В:1575х1030х1750 мм Масса:695 кг ",https://rusgroupp.ru/assets/images/products/459/inversys-30-plus.png 
Компрессор винтовой Dalgakiran F 4-13-250,267 580 руб.,,"Производительность:0.39 м³/мин Рабочее давление:13 бар Мин. давление:4 бар Производительность:0.39 м³/мин Рабочее давление:13 бар Мин. давление:4 бар Объем ресивера:250 литров Мощность:4 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:68 дБ Питание:380 В Выход сжатого воздуха:1/2"" дюйм Габаритные размеры Д/Ш/В:1450x550x1400 мм Масса:241 кг Производительность:0.65 м³/мин Рабочее давление:8 бар Мощность:4 кВт Производительность:1.88 м³/мин Рабочее давление:10 бар Мощность:22 кВт Производительность:1.36 м³/мин Рабочее давление:10 бар Мощность:15 кВт ",https://rusgroupp.ru/assets/images/products/715/fortius-r.jpg 
Компрессор винтовой безмасляный EAGLE 37W-7,5 834 400 руб.,,"Производительность:6 м³/мин Рабочее давление:7 бар Мощность:37 кВт Производительность:6 м³/мин Рабочее давление:7 бар Мощность:37 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:76 дБ Питание:380 В Выход сжатого воздуха:G 2"" дюйм Габаритные размеры Д/Ш/В:2450х1600х2160 мм Масса:2270 кг Производительность:6.6 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Производительность:6.72 м³/мин Рабочее давление:8.5 бар Мощность:37 кВт Производительность:6.4 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар ",https://rusgroupp.ru/assets/images/products/971/eagle.png 
Компрессор винтовой INVERSYS Plus 30-10 ID,по запросу,,"Рабочее давление:10 бар Мин. давление:5.5 бар Без ресивера:1 Рабочее давление:10 бар Мин. давление:5.5 бар Мощность:30 кВт Выход сжатого воздуха:1 1/4"" дюйм Габаритные размеры Д/Ш/В:1575х1030х1750 мм Масса:695 кг ",https://rusgroupp.ru/assets/images/products/460/inversys-30-plus.png 
Компрессор винтовой Dalgakiran F 4-7-250 D,326 060 руб.,,"Производительность:0.6 м³/мин Рабочее давление:7.5 бар Мин. давление:4 бар Производительность:0.6 м³/мин Рабочее давление:7.5 бар Мин. давление:4 бар Объем ресивера:250 литров Мощность:4 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:68 дБ Питание:380 В Выход сжатого воздуха:1/2"" дюйм Габаритные размеры Д/Ш/В:1450x550x1400 мм Масса:290 кг Производительность:2.25 м³/мин Рабочее давление:7.5 бар Мощность:15 кВт Производительность:1.5 м³/мин Рабочее давление:8 бар Мощность:11 кВт Производительность:2.52 м³/мин Рабочее давление:7 бар Мощность:15 кВт ",https://rusgroupp.ru/assets/images/products/716/fortius-r.jpg 
"Компрессор винтовой безмасляный EAGLE 37W-8,5",5 834 400 руб.,,"Производительность:5.30 м³/мин Рабочее давление:8.5 бар Мощность:37 кВт Производительность:5.30 м³/мин Рабочее давление:8.5 бар Мощность:37 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:76 дБ Питание:380 В Выход сжатого воздуха:G 2"" дюйм Габаритные размеры Д/Ш/В:2450х1600х2160 мм Масса:2270 кг Производительность:7.09 м³/мин Рабочее давление:10 бар Мощность:45 кВт Производительность:5.4 м³/мин Рабочее давление:7 бар Марка двигателя:Perkins 404D-22 Производительность:6.00 м³/мин Мин. давление:4 бар Рабочее давление:10 бар ",https://rusgroupp.ru/assets/images/products/972/eagle.png 
Компрессор винтовой DVK D 220-7 ID,по запросу,,"Производительность:28 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Производительность:28 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Мощность:160 кВт Уровень шума:79 дБ Выход сжатого воздуха:2 1/2"" дюйм Производительность:28 м³/мин Рабочее давление:10 бар Мощность:185 кВт Производительность:28 м³/мин Рабочее давление:10 бар Мощность:185 кВт Производительность:28.70 м³/мин Рабочее давление:13 бар Мощность:200 кВт ",https://rusgroupp.ru/assets/images/products/461/dvk-220d-(1).png https://rusgroupp.ru/assets/images/products/461/dvk-220d-(2).png https://rusgroupp.ru/assets/images/products/461/dvk-220d-(3).png https://rusgroupp.ru/assets/images/products/461/dvk-220d-(4).png https://rusgroupp.ru/assets/images/products/461/dvk-220d-(5).png 
Компрессор винтовой Dalgakiran F 4-10-250 D,327 420 руб.,,"Производительность:0.5 м³/мин Рабочее давление:10 бар Мин. давление:4 бар Производительность:0.5 м³/мин Рабочее давление:10 бар Мин. давление:4 бар Объем ресивера:250 литров Мощность:4 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:68 дБ Питание:380 В Выход сжатого воздуха:1/2"" дюйм Габаритные размеры Д/Ш/В:1450x550x1400 мм Масса:290 кг Производительность:1.65 м³/мин Рабочее давление:7 бар Мощность:11 кВт Производительность:0.77 м³/мин Рабочее давление:13 бар Мощность:7.5 кВт Производительность:0.7 м³/мин Рабочее давление:10 бар Мощность:5 кВт ",https://rusgroupp.ru/assets/images/products/717/fortius-r.jpg 
Компрессор винтовой безмасляный EAGLE 37W-10,5 834 400 руб.,,"Производительность:4.80 м³/мин Рабочее давление:10 бар Мощность:37 кВт Производительность:4.80 м³/мин Рабочее давление:10 бар Мощность:37 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:76 дБ Питание:380 В Выход сжатого воздуха:G 2"" дюйм Габаритные размеры Д/Ш/В:2450х1600х2160 мм Масса:2270 кг Производительность:5.86 м³/мин Рабочее давление:7.5 бар Мощность:30 кВт Производительность:5.8 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Производительность:6.6 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1 1/2"" дюйм ",https://rusgroupp.ru/assets/images/products/973/eagle.png 
Компрессор винтовой INVERSYS Plus 30-13 ID,по запросу,,"Рабочее давление:13 бар Мин. давление:5.5 бар Без ресивера:1 Рабочее давление:13 бар Мин. давление:5.5 бар Мощность:30 кВт Выход сжатого воздуха:1 1/4"" дюйм Габаритные размеры Д/Ш/В:1575х1030х1750 мм Масса:695 кг ",https://rusgroupp.ru/assets/images/products/462/inversys-30-plus.png 
Компрессор винтовой Dalgakiran F 4-13-250 D,327 420 руб.,,"Производительность:0.39 м³/мин Рабочее давление:13 бар Мин. давление:4 бар Производительность:0.39 м³/мин Рабочее давление:13 бар Мин. давление:4 бар Объем ресивера:250 литров Мощность:4 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:68 дБ Питание:380 В Выход сжатого воздуха:1/2"" дюйм Габаритные размеры Д/Ш/В:1450x550x1400 мм Масса:290 кг Производительность:1.9 м³/мин Рабочее давление:13 бар Мощность:15 кВт Производительность:1.3 м³/мин Рабочее давление:13 бар Мощность:11 кВт Производительность:0.45 м³/мин Рабочее давление:4 бар Мощность:3 кВт ",https://rusgroupp.ru/assets/images/products/718/fortius-r.jpg 
Компрессор винтовой безмасляный EAGLE 45W-7,5 970 400 руб.,,"Производительность:7.50 м³/мин Рабочее давление:7 бар Мощность:45 кВт Производительность:7.50 м³/мин Рабочее давление:7 бар Мощность:45 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:76 дБ Питание:380 В Выход сжатого воздуха:G 2"" дюйм Габаритные размеры Д/Ш/В:2450х1600х2160 мм Масса:2450 кг Производительность:8.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:6 1/2'' дюйм Производительность:7.79 м³/мин Рабочее давление:16 бар Мощность:1.07 кВт Производительность:9.40 м³/мин Рабочее давление:7 бар Мощность:55 кВт ",https://rusgroupp.ru/assets/images/products/974/eagle.png 
Компрессор винтовой DVK D 220-10 ID,по запросу,,"Производительность:23.5 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Производительность:23.5 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Мощность:160 кВт Уровень шума:79 дБ Выход сжатого воздуха:2 1/2"" дюйм Производительность:24 м³/мин Рабочее давление:8.5 бар Мощность:132 кВт Производительность:25.3 м³/мин Рабочее давление:8.5 бар Мощность:160 кВт Производительность:24.8 м³/мин Рабочее давление:8.6 бар Мощность:186 кВт ",https://rusgroupp.ru/assets/images/products/463/dvk-220d-(1).png https://rusgroupp.ru/assets/images/products/463/dvk-220d-(2).png https://rusgroupp.ru/assets/images/products/463/dvk-220d-(3).png https://rusgroupp.ru/assets/images/products/463/dvk-220d-(4).png https://rusgroupp.ru/assets/images/products/463/dvk-220d-(5).png 
Компрессор винтовой Dalgakiran F 5-7,252 960 руб.,,"Производительность:0.82 м³/мин Рабочее давление:7.5 бар Мин. давление:4 бар Производительность:0.82 м³/мин Рабочее давление:7.5 бар Мин. давление:4 бар Мощность:5 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:69 дБ Питание:380 В Выход сжатого воздуха:1/2"" дюйм Габаритные размеры Д/Ш/В:950x550x900 мм Масса:185 кг Производительность:2.55 м³/мин Рабочее давление:8 бар Мощность:22.5 кВт Производительность:1,9 м³/мин Рабочее давление:14 бар Мощность:18,9 кВт Производительность:1.9 м³/мин Рабочее давление:13 бар Мощность:15 кВт ",https://rusgroupp.ru/assets/images/products/719/fortius-s.png 
"Компрессор винтовой безмасляный EAGLE 45W-8,5",5 970 400 руб.,,"Производительность:6.50 м³/мин Рабочее давление:8.5 бар Мощность:45 кВт Производительность:6.50 м³/мин Рабочее давление:8.5 бар Мощность:45 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:76 дБ Питание:380 В Выход сжатого воздуха:G 2"" дюйм Габаритные размеры Д/Ш/В:2450х1600х2160 мм Масса:2450 кг Производительность:7 м³/мин Рабочее давление:10 бар Мощность:55 кВт Производительность:7 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:3/4"" дюйм Производительность:8.30 м³/мин Рабочее давление:8.5 бар Мощность:55 кВт ",https://rusgroupp.ru/assets/images/products/975/eagle.png 
Компрессор винтовой DVK D 220-13 ID,по запросу,,"Производительность:20 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Производительность:20 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар Мощность:160 кВт Уровень шума:79 дБ Выход сжатого воздуха:2 1/2"" дюйм Производительность:20.8 м³/мин Рабочее давление:8.5 бар Мощность:110 кВт Производительность:20 м³/мин Рабочее давление:10 бар Мощность:132 кВт Производительность:21.00 м³/мин Рабочее давление:8.5 бар Мощность:132 кВт ",https://rusgroupp.ru/assets/images/products/464/dvk-220d-(1).png https://rusgroupp.ru/assets/images/products/464/dvk-220d-(2).png https://rusgroupp.ru/assets/images/products/464/dvk-220d-(3).png https://rusgroupp.ru/assets/images/products/464/dvk-220d-(4).png https://rusgroupp.ru/assets/images/products/464/dvk-220d-(5).png 
Компрессор винтовой Dalgakiran F 5-10,252 960 руб.,,"Производительность:0.7 м³/мин Рабочее давление:10 бар Мин. давление:4 бар Производительность:0.7 м³/мин Рабочее давление:10 бар Мин. давление:4 бар Мощность:5 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:69 дБ Питание:380 В Выход сжатого воздуха:1/2"" дюйм Габаритные размеры Д/Ш/В:950x550x900 мм Масса:185 кг Производительность:2.52 м³/мин Рабочее давление:7 бар Мощность:15 кВт Производительность:1.7 м³/мин Рабочее давление:14.5 бар Мощность:15 кВт Производительность:0.94 м³/мин Рабочее давление:10 бар Мощность:11 кВт ",https://rusgroupp.ru/assets/images/products/720/fortius-s.png 
Компрессор винтовой безмасляный EAGLE 45W-10,5 970 400 руб.,,"Производительность:5.90 м³/мин Рабочее давление:10 бар Мощность:45 кВт Производительность:5.90 м³/мин Рабочее давление:10 бар Мощность:45 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:76 дБ Питание:380 В Выход сжатого воздуха:G 2"" дюйм Габаритные размеры Д/Ш/В:2450х1600х2160 мм Масса:2450 кг Производительность:7.33 м³/мин Мин. давление:4 бар Рабочее давление:10 бар Производительность:6.49 м³/мин Макс. давление:40 бар Давление на входе:13 бар Производительность:7.33 м³/мин Мин. давление:4 бар Рабочее давление:16 бар ",https://rusgroupp.ru/assets/images/products/976/eagle.png 
Компрессор винтовой INVERSYS Plus 45-7,1 337 220 руб.,,"Производительность:7.6 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Производительность:7.6 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Мощность:45 кВт Уровень шума:73 дБ Выход сжатого воздуха:1 1/4"" дюйм Габаритные размеры Д/Ш/В:1575х1030х1750 мм Масса:945 кг Производительность:9.2 м³/мин Рабочее давление:13 бар Мощность:75 кВт Производительность:9.18 м³/мин Мощность:30 кВт Производительность:7.65 м³/мин Мощность:22 кВт ",https://rusgroupp.ru/assets/images/products/465/inversys-plus-45-(0).png https://rusgroupp.ru/assets/images/products/465/inversys-plus-45-(1).png https://rusgroupp.ru/assets/images/products/465/inversys-plus-45-(3).png https://rusgroupp.ru/assets/images/products/465/inversys-plus-45-(4).png 
Компрессор винтовой Dalgakiran F 5-13,252 960 руб.,,"Производительность:0.6 м³/мин Рабочее давление:13 бар Мин. давление:4 бар Производительность:0.6 м³/мин Рабочее давление:13 бар Мин. давление:4 бар Мощность:5 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:69 дБ Питание:380 В Выход сжатого воздуха:1/2"" дюйм Габаритные размеры Д/Ш/В:950x550x900 мм Масса:185 кг Производительность:2.52 м³/мин Рабочее давление:7 бар Мощность:15 кВт Производительность:2,9 м³/мин Рабочее давление:14 бар Мощность:33 кВт Производительность:0.8 м³/мин Рабочее давление:7.5 бар Мощность:5.5 кВт ",https://rusgroupp.ru/assets/images/products/721/fortius-s.png 
Компрессор винтовой безмасляный EAGLE 55W-7,5 950 680 руб.,,"Производительность:9.40 м³/мин Рабочее давление:7 бар Мощность:55 кВт Производительность:9.40 м³/мин Рабочее давление:7 бар Мощность:55 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:77 дБ Питание:380 В Выход сжатого воздуха:G 2"" дюйм Габаритные размеры Д/Ш/В:2450х1600х2160 мм Масса:2600 кг Производительность:9.73 м³/мин Макс. давление:40 бар Давление на входе:13 бар Производительность:10 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1 1/2 дюйм Производительность:10.9 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар ",https://rusgroupp.ru/assets/images/products/977/eagle.png 
Компрессор винтовой DVK D 340-7,по запросу,,Производительность:45 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Производительность:45 м³/мин Рабочее давление:7.5 бар Мин. давление:5.5 бар Мощность:250 кВт Уровень шума:79 дБ Выход сжатого воздуха:NW 100 дюйм Габаритные размеры Д/Ш/В:3250х2250х2450 мм Масса:5600 кг Производительность:46.60 м³/мин Рабочее давление:8.5 бар Мощность:315 кВт Производительность:45 м³/мин Рабочее давление:8.5 бар Мощность:250 кВт Производительность:46.30 м³/мин Рабочее давление:10 бар Мощность:315 кВт ,https://rusgroupp.ru/assets/images/products/466/dvk-340d.png 
Компрессор винтовой Dalgakiran F 5-7-250,276 080 руб.,,"Производительность:0.82 м³/мин Рабочее давление:7.5 бар Мин. давление:4 бар Производительность:0.82 м³/мин Рабочее давление:7.5 бар Мин. давление:4 бар Объем ресивера:250 литров Мощность:5 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:69 дБ Питание:380 В Выход сжатого воздуха:1/2"" дюйм Габаритные размеры Д/Ш/В:1450x550x1400 мм Масса:257 кг Производительность:1 м³/мин Рабочее давление:10 бар Мощность:7 кВт Производительность:2.4 м³/мин Рабочее давление:10 бар Мощность:18.5 кВт Производительность:1.4 м³/мин Рабочее давление:10 бар Мощность:11 кВт ",https://rusgroupp.ru/assets/images/products/722/fortius-r.jpg 
"Компрессор винтовой безмасляный EAGLE 55W-8,5",5 950 680 руб.,,"Производительность:8.60 м³/мин Рабочее давление:8.5 бар Мощность:55 кВт Производительность:8.60 м³/мин Рабочее давление:8.5 бар Мощность:55 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:77 дБ Питание:380 В Выход сжатого воздуха:G 2"" дюйм Габаритные размеры Д/Ш/В:2450х1600х2160 мм Масса:2600 кг Производительность:8.6 м³/мин Рабочее давление:8.5 бар Мощность:55 кВт Производительность:9.34 м³/мин Рабочее давление:7.5 бар Мощность:45 кВт Производительность:10.5 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар ",https://rusgroupp.ru/assets/images/products/978/eagle.png 
Компрессор винтовой INVERSYS Plus 45-10,1 407 600 руб.,,"Производительность:6.8 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Производительность:6.8 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Мощность:45 кВт Уровень шума:73 дБ Выход сжатого воздуха:1 1/4"" дюйм Габаритные размеры Д/Ш/В:1575х1030х1750 мм Масса:945 кг Производительность:7.91 м³/мин Рабочее давление:13 бар Мощность:55 кВт Производительность:7.50 м³/мин Рабочее давление:7 бар Мощность:45 кВт Производительность:7.4 м³/мин Рабочее давление:13 бар Мощность:55 кВт ",https://rusgroupp.ru/assets/images/products/467/inversys-plus-45-(0).png https://rusgroupp.ru/assets/images/products/467/inversys-plus-45-(1).png https://rusgroupp.ru/assets/images/products/467/inversys-plus-45-(3).png https://rusgroupp.ru/assets/images/products/467/inversys-plus-45-(4).png 
Компрессор винтовой Dalgakiran F 5-10-250,276 080 руб.,,"Производительность:0.7 м³/мин Рабочее давление:10 бар Мин. давление:4 бар Производительность:0.7 м³/мин Рабочее давление:10 бар Мин. давление:4 бар Объем ресивера:250 литров Мощность:5 кВт Тип двигателя:Электрический Тип привода:Ременной Уровень шума:69 дБ Питание:380 В Выход сжатого воздуха:1/2"" дюйм Габаритные размеры Д/Ш/В:1450x550x1400 мм Масса:257 кг Производительность:1.96 м³/мин Рабочее давление:10 бар Мощность:15 кВт Производительность:1.4 м³/мин Рабочее давление:7.5 бар Мощность:7.5 кВт Производительность:1.03 м³/мин Рабочее давление:7.5 бар Мощность:5.5 кВт ",https://rusgroupp.ru/assets/images/products/723/fortius-r.jpg 
Компрессор винтовой безмасляный EAGLE 55W-10,5 950 680 руб.,,"Производительность:7.50 м³/мин Рабочее давление:10 бар Мощность:55 кВт Производительность:7.50 м³/мин Рабочее давление:10 бар Мощность:55 кВт Тип двигателя:Электрический Тип привода:Прямой Уровень шума:77 дБ Питание:380 В Выход сжатого воздуха:G 2"" дюйм Габаритные размеры Д/Ш/В:2450х1600х2160 мм Масса:2600 кг Производительность:8.6 м³/мин Рабочее давление:8.5 бар Мощность:55 кВт Производительность:8.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:7 1/2'' дюйм Производительность:9.2 м³/мин Рабочее давление:13 бар Мин. давление:5.5 бар ",https://rusgroupp.ru/assets/images/products/979/eagle.png 
Компрессор винтовой DVK D 340-10,по запросу,,Производительность:38.6 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Производительность:38.6 м³/мин Рабочее давление:10 бар Мин. давление:5.5 бар Мощность:250 кВт Выход сжатого воздуха:NW 100 дюйм Габаритные размеры Д/Ш/В:3250х2250х2450 мм Масса:5600 кг Производительность:39.5 м³/мин Рабочее давление:13 бар Мощность:315 кВт Производительность:40.4 м³/мин Рабочее давление:7.5 бар Мощность:200 кВт Производительность:39.7 м³/мин Рабочее давление:7.5 бар Мощность:200 кВт ,https://rusgroupp.ru/assets/images/products/468/dvk-340d.png 
