Название,Цена,Описание,Характеристики,Фото 
Чиллер EBHV- 90Y.1,по запросу,"Чиллер EBHV- 90Y.1 с холодопроизводительностью 241,6 кВт при температуре воды 120С на входе / 70С на выходе, температуре окружающей среды 250С. Номинальный расход испарителя 36,6 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 60 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:241.6 кВт Мощность компрессора:55.5 кВт Кол-во компрессоров:1 Скорость охлаждения:241.6 кВт Мощность компрессора:55.5 кВт Кол-во компрессоров:1 Регулирование производительности:3-х ступенчатое или плавное Кол-во вентиляторов:4 Мощность вентилятора:1.8 кВт Расход конденсатора:25 м3/с Расход испарителя:36.6 м3/ч Заправка масла:15 л Заправка хладагента:56 кг Уровень шума:60 дБ Масса:2030 кг Габаритные размеры Д/Ш/В:2400x2250x2505 мм Присоединительные размеры испарителя, вход / выход:DN100 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1864/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1864/ebhv-s2.jpg 
Чиллер EBHV- 110Y.1,по запросу,"Чиллер EBHV- 110Y.1 с холодопроизводительностью 299,9 кВт при температуре воды 120С на входе / 70С на выходе, температуре окружающей среды 250С. Номинальный расход испарителя 46,06 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 60 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:299.9 кВт Мощность компрессора:68.7 кВт Кол-во компрессоров:1 Скорость охлаждения:299.9 кВт Мощность компрессора:68.7 кВт Кол-во компрессоров:1 Регулирование производительности:3-х ступенчатое или плавное Кол-во вентиляторов:4 Мощность вентилятора:1.8 кВт Расход конденсатора:25 м3/с Расход испарителя:46.06 м3/ч Заправка масла:15 л Заправка хладагента:75 кг Уровень шума:60 дБ Масса:2225 кг Габаритные размеры Д/Ш/В:2400x2250x2505 мм Присоединительные размеры испарителя, вход / выход:DN100 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1865/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1865/ebhv-s2.jpg 
Чиллер EBHV- 125Y.1,по запросу,"Чиллер EBHV- 125Y.1 с холодопроизводительностью 341,8 кВт при температуре воды 120С на входе / 70С на выходе, температуре окружающей среды 250С. Номинальный расход испарителя 52,51 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 62 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:341.8 кВт Мощность компрессора:78.3 кВт Кол-во компрессоров:1 Скорость охлаждения:341.8 кВт Мощность компрессора:78.3 кВт Кол-во компрессоров:1 Регулирование производительности:3-х ступенчатое или плавное Кол-во вентиляторов:6 Мощность вентилятора:1.8 кВт Расход конденсатора:37.5 м3/с Расход испарителя:52.51 м3/ч Заправка масла:22 л Заправка хладагента:86 кг Уровень шума:62 дБ Масса:2995 кг Габаритные размеры Д/Ш/В:3600x2250x2505 мм Присоединительные размеры испарителя, вход / выход:DN125 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1866/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1866/ebhv-s2.jpg 
Чиллер EBHV- 140Y.1,по запросу,"Чиллер EBHV- 140Y.1 с холодопроизводительностью 394,6 кВт при температуре воды 120С на входе / 70С на выходе, температуре окружающей среды 250С. Номинальный расход испарителя 60,66 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 64 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:394.6 кВт Мощность компрессора:89.40000000000001 кВт Кол-во компрессоров:1 Скорость охлаждения:394.6 кВт Мощность компрессора:89.40000000000001 кВт Кол-во компрессоров:1 Регулирование производительности:3-х ступенчатое или плавное Кол-во вентиляторов:6 Мощность вентилятора:1.8 кВт Расход конденсатора:37.5 м3/с Расход испарителя:60.66 м3/ч Заправка масла:22 л Заправка хладагента:105 кг Уровень шума:64 дБ Масса:3260 кг Габаритные размеры Д/Ш/В:3600x2250x2555 мм Присоединительные размеры испарителя, вход / выход:DN125 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1867/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1867/ebhv-s2.jpg 
Чиллер EBHV- 180Y.1,по запросу,"Чиллер EBHV- 180Y.1 с холодопроизводительностью 517,9 кВт при температуре воды 120С на входе / 70С на выходе, температуре окружающей среды 250С. Номинальный расход испарителя 79,33 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 64 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:517.9 кВт Мощность компрессора:111.2 кВт Кол-во компрессоров:1 Скорость охлаждения:517.9 кВт Мощность компрессора:111.2 кВт Кол-во компрессоров:1 Регулирование производительности:3-х ступенчатое или плавное Кол-во вентиляторов:8 Мощность вентилятора:1.8 кВт Расход конденсатора:50 м3/с Расход испарителя:79.33 м3/ч Заправка масла:35 л Заправка хладагента:122 кг Уровень шума:64 дБ Масса:3665 кг Габаритные размеры Д/Ш/В:4800x2250x2555 мм Присоединительные размеры испарителя, вход / выход:DN125 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1868/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1868/ebhv-s2.jpg 
Чиллер EBHV- 210Y.1,по запросу,"Чиллер EBHV- 210Y.1 с холодопроизводительностью 587,9 кВт при температуре воды 120С на входе / 70С на выходе, температуре окружающей среды 250С. Номинальный расход испарителя 90,4 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 65 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:587.9 кВт Мощность компрессора:127.6 кВт Кол-во компрессоров:1 Скорость охлаждения:587.9 кВт Мощность компрессора:127.6 кВт Кол-во компрессоров:1 Регулирование производительности:3-х ступенчатое или плавное Кол-во вентиляторов:8 Мощность вентилятора:1.8 кВт Расход конденсатора:50 м3/с Расход испарителя:90.40000000000001 м3/ч Заправка масла:35 л Заправка хладагента:155 кг Уровень шума:65 дБ Масса:4500 кг Габаритные размеры Д/Ш/В:4800x2250x2555 мм Присоединительные размеры испарителя, вход / выход:DN150 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1869/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1869/ebhv-s2.jpg 
Чиллер EBHV- 240Y.1,по запросу,"Чиллер EBHV- 240Y.1 с холодопроизводительностью 692 кВт при температуре воды 120С на входе / 70С на выходе, температуре окружающей среды 250С. Номинальный расход испарителя 107,2 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 65 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:692 кВт Мощность компрессора:148.5 кВт Кол-во компрессоров:1 Скорость охлаждения:692 кВт Мощность компрессора:148.5 кВт Кол-во компрессоров:1 Регулирование производительности:3-х ступенчатое или плавное Кол-во вентиляторов:10 Мощность вентилятора:1.8 кВт Расход конденсатора:62.5 м3/с Расход испарителя:107.2 м3/ч Заправка масла:35 л Заправка хладагента:185 кг Уровень шума:65 дБ Масса:5110 кг Габаритные размеры Д/Ш/В:6000x2250x2555 мм Присоединительные размеры испарителя, вход / выход:DN150 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1870/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1870/ebhv-s2.jpg 
Чиллер EBHV- 280Y.1,по запросу,"Чиллер EBHV- 280Y.1 с холодопроизводительностью 775,7 кВт при температуре воды 120С на входе / 70С на выходе, температуре окружающей среды 250С. Номинальный расход испарителя 121,15 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 65 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:775.7 кВт Мощность компрессора:168.1 кВт Кол-во компрессоров:1 Скорость охлаждения:775.7 кВт Мощность компрессора:168.1 кВт Кол-во компрессоров:1 Регулирование производительности:3-х ступенчатое или плавное Кол-во вентиляторов:10 Мощность вентилятора:1.8 кВт Расход конденсатора:65.2 м3/с Расход испарителя:121.15 м3/ч Заправка масла:35 л Заправка хладагента:222 кг Уровень шума:65 дБ Масса:5335 кг Габаритные размеры Д/Ш/В:6000x2250x2605 мм Присоединительные размеры испарителя, вход / выход:DN200 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1871/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1871/ebhv-s2.jpg 
Чиллер EBHV- 300Y.1,по запросу,"Чиллер EBHV- 300Y.1 с холодопроизводительностью 881,6 кВт при температуре воды 120С на входе / 70С на выходе, температуре окружающей среды 250С. Номинальный расход испарителя 137,73 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 66 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:881.6 кВт Мощность компрессора:185.2 кВт Кол-во компрессоров:1 Скорость охлаждения:881.6 кВт Мощность компрессора:185.2 кВт Кол-во компрессоров:1 Регулирование производительности:3-х ступенчатое или плавное Кол-во вентиляторов:12 Мощность вентилятора:1.8 кВт Расход конденсатора:75 м3/с Расход испарителя:137.73 м3/ч Заправка масла:35 л Заправка хладагента:265 кг Уровень шума:66 дБ Масса:6030 кг Габаритные размеры Д/Ш/В:7200x2250x2605 мм Присоединительные размеры испарителя, вход / выход:DN200 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1872/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1872/ebhv-s2.jpg 
Чиллер EBHV- 50.2,по запросу,"Чиллер EBHV- 50.2 с холодопроизводительностью 249,6 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре окружающей среды 25oС. Номинальный расход испарителя 38,14 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 60 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:249.6 кВт Мощность компрессора:59.4 кВт Кол-во компрессоров:2 Скорость охлаждения:249.6 кВт Мощность компрессора:59.4 кВт Кол-во компрессоров:2 Регулирование производительности:6-ти ступенчатое или плавное Кол-во вентиляторов:4 Мощность вентилятора:1.8 кВт Расход конденсатора:25 м3/с Расход испарителя:38.14 м3/ч Заправка масла:18 л Заправка хладагента:50 кг Уровень шума:60 дБ Масса:2420 кг Габаритные размеры Д/Ш/В:2400x2250x2380 мм Присоединительные размеры испарителя, вход / выход:DN100 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1873/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1873/ebhv-s2.jpg 
Чиллер EBHV- 60.2,по запросу,"Чиллер EBHV- 60.2 с холодопроизводительностью 313,2 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре окружающей среды 25oС. Номинальный расход испарителя 47,88 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 60 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:313.2 кВт Мощность компрессора:73.59999999999999 кВт Кол-во компрессоров:2 Скорость охлаждения:313.2 кВт Мощность компрессора:73.59999999999999 кВт Кол-во компрессоров:2 Регулирование производительности:6-ти ступенчатое или плавное Кол-во вентиляторов:4 Мощность вентилятора:1.8 кВт Расход конденсатора:25 м3/с Расход испарителя:47.88 м3/ч Заправка масла:18 л Заправка хладагента:60 кг Уровень шума:60 дБ Масса:2610 кг Габаритные размеры Д/Ш/В:2400x2250x2380 мм Присоединительные размеры испарителя, вход / выход:DN125 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1874/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1874/ebhv-s2.jpg 
Чиллер EBHV- 70.2,по запросу,"Чиллер EBHV- 70.2 с холодопроизводительностью 367,8 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре окружающей среды 25oС. Номинальный расход испарителя 55,56 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 65 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:367.8 кВт Мощность компрессора:85.8 кВт Кол-во компрессоров:2 Скорость охлаждения:367.8 кВт Мощность компрессора:85.8 кВт Кол-во компрессоров:2 Регулирование производительности:6-ти ступенчатое или плавное Кол-во вентиляторов:8 Мощность вентилятора:1.8 кВт Расход конденсатора:50 м3/с Расход испарителя:55.56 м3/ч Заправка масла:30 л Заправка хладагента:76 кг Уровень шума:65 дБ Масса:3560 кг Габаритные размеры Д/Ш/В:4800x2250x2405 мм Присоединительные размеры испарителя, вход / выход:DN125 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1875/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1875/ebhv-s2.jpg 
Чиллер EBHV- 80.2,по запросу,"Чиллер EBHV- 80.2 с холодопроизводительностью 420 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре окружающей среды 25oС. Номинальный расход испарителя 63,02 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 65 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:420 кВт Мощность компрессора:98.2 кВт Кол-во компрессоров:2 Скорость охлаждения:420 кВт Мощность компрессора:98.2 кВт Кол-во компрессоров:2 Регулирование производительности:6-ти ступенчатое или плавное Кол-во вентиляторов:8 Мощность вентилятора:1.8 кВт Расход конденсатора:50 м3/с Расход испарителя:63.02 м3/ч Заправка масла:30 л Заправка хладагента:98 кг Уровень шума:65 дБ Масса:3760 кг Габаритные размеры Д/Ш/В:4800x2250x2505 мм Присоединительные размеры испарителя, вход / выход:DN125 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1876/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1876/ebhv-s2.jpg 
Чиллер EBHV- 90.2,по запросу,"Чиллер EBHV- 90.2 с холодопроизводительностью 483,2 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре окружающей среды 25oС. Номинальный расход испарителя 73,2 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 65 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:483.2 кВт Мощность компрессора:111 кВт Кол-во компрессоров:2 Скорость охлаждения:483.2 кВт Мощность компрессора:111 кВт Кол-во компрессоров:2 Регулирование производительности:6-ти ступенчатое или плавное Кол-во вентиляторов:8 Мощность вентилятора:1.8 кВт Расход конденсатора:50 м3/с Расход испарителя:73.2 м3/ч Заправка масла:30 л Заправка хладагента:112 кг Уровень шума:65 дБ Масса:4060 кг Габаритные размеры Д/Ш/В:4800x2250x2505 мм Присоединительные размеры испарителя, вход / выход:DN150 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1877/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1877/ebhv-s2.jpg 
Чиллер EBHV- 110.2,по запросу,"Чиллер EBHV- 110.2 с холодопроизводительностью 599,8 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре окружающей среды 25oС. Номинальный расход испарителя 92,12 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 65 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:599.8 кВт Мощность компрессора:137.4 кВт Кол-во компрессоров:2 Скорость охлаждения:599.8 кВт Мощность компрессора:137.4 кВт Кол-во компрессоров:2 Регулирование производительности:6-ти ступенчатое или плавное Кол-во вентиляторов:8 Мощность вентилятора:1.8 кВт Расход конденсатора:50 м3/с Расход испарителя:92.12 м3/ч Заправка масла:30 л Заправка хладагента:150 кг Уровень шума:65 дБ Масса:4450 кг Габаритные размеры Д/Ш/В:4800x2250x2505 мм Присоединительные размеры испарителя, вход / выход:DN150 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1878/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1878/ebhv-s2.jpg 
Чиллер EBHV- 125.2,по запросу,"Чиллер EBHV- 125.2 с холодопроизводительностью 683,6 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре окружающей среды 25oС. Номинальный расход испарителя 105,02 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 66 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:683.6 кВт Мощность компрессора:156.6 кВт Кол-во компрессоров:2 Скорость охлаждения:683.6 кВт Мощность компрессора:156.6 кВт Кол-во компрессоров:2 Регулирование производительности:6-ти ступенчатое или плавное Кол-во вентиляторов:12 Мощность вентилятора:1.8 кВт Расход конденсатора:75 м3/с Расход испарителя:105.02 м3/ч Заправка масла:44 л Заправка хладагента:172 кг Уровень шума:66 дБ Масса:5990 кг Габаритные размеры Д/Ш/В:7200x2250x2505 мм Присоединительные размеры испарителя, вход / выход:DN150 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1879/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1879/ebhv-s2.jpg 
Чиллер EBHV- 140.2,по запросу,"Чиллер EBHV- 140.2 с холодопроизводительностью 789,2 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре окружающей среды 25oС. Номинальный расход испарителя 121,32 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 66 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:789.2 кВт Мощность компрессора:178.8 кВт Кол-во компрессоров:2 Скорость охлаждения:789.2 кВт Мощность компрессора:178.8 кВт Кол-во компрессоров:2 Регулирование производительности:6-ти ступенчатое или плавное Кол-во вентиляторов:12 Мощность вентилятора:1.8 кВт Расход конденсатора:75 м3/с Расход испарителя:121.32 м3/ч Заправка масла:44 л Заправка хладагента:210 кг Уровень шума:66 дБ Масса:6520 кг Габаритные размеры Д/Ш/В:7200x2250x2555 мм Присоединительные размеры испарителя, вход / выход:DN200 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1880/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1880/ebhv-s2.jpg 
Чиллер EBHV- 180.2,по запросу,"Чиллер EBHV- 180.2 с холодопроизводительностью 1035,8 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре окружающей среды 25oС. Номинальный расход испарителя 2х78.88 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 68 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:1035.8 кВт Мощность компрессора:222.4 кВт Кол-во компрессоров:2 Скорость охлаждения:1035.8 кВт Мощность компрессора:222.4 кВт Кол-во компрессоров:2 Регулирование производительности:6-ти ступенчатое или плавное Кол-во вентиляторов:16 Мощность вентилятора:1.8 кВт Расход конденсатора:100 м3/с Расход испарителя:2х78.88 м3/ч Заправка масла:70 л Заправка хладагента:244 кг Уровень шума:68 дБ Масса:7330 кг Габаритные размеры Д/Ш/В:9600x2250x2555 мм Присоединительные размеры испарителя, вход / выход:2х DN125 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1881/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1881/ebhv-s2.jpg 
Чиллер EBHV- 210.2,по запросу,"Чиллер EBHV- 210.2 с холодопроизводительностью 1175,8 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре окружающей среды 25oС. Номинальный расход испарителя 2х90.83 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 68 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:1175.8 кВт Мощность компрессора:255.2 кВт Кол-во компрессоров:2 Скорость охлаждения:1175.8 кВт Мощность компрессора:255.2 кВт Кол-во компрессоров:2 Регулирование производительности:6-ти ступенчатое или плавное Кол-во вентиляторов:16 Мощность вентилятора:1.8 кВт Расход конденсатора:100 м3/с Расход испарителя:2х90.83 м3/ч Заправка масла:70 л Заправка хладагента:310 кг Уровень шума:68 дБ Масса:9000 кг Габаритные размеры Д/Ш/В:9600x2250x2555 мм Присоединительные размеры испарителя, вход / выход:2х DN150 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1882/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1882/ebhv-s2.jpg 
Чиллер EBHV- 240.2,по запросу,"Чиллер EBHV- 240.2 с холодопроизводительностью 1384 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре окружающей среды 25oС. Номинальный расход испарителя 2х103.8 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 70 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:1384 кВт Мощность компрессора:297 кВт Кол-во компрессоров:2 Скорость охлаждения:1384 кВт Мощность компрессора:297 кВт Кол-во компрессоров:2 Регулирование производительности:6-ти ступенчатое или плавное Кол-во вентиляторов:20 Мощность вентилятора:1.8 кВт Расход конденсатора:125 м3/с Расход испарителя:2х103.8 м3/ч Заправка масла:70 л Заправка хладагента:370 кг Уровень шума:70 дБ Масса:10220 кг Габаритные размеры Д/Ш/В:12000x2250x2555 мм Присоединительные размеры испарителя, вход / выход:2х DN150 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1883/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1883/ebhv-s2.jpg 
Чиллер EBHV- 280.2,по запросу,"Чиллер EBHV- 280.2 с холодопроизводительностью 1551,4 кВт при температуре воды 12oС на входе / 7oС на выходе, температуре окружающей среды 25oС. Номинальный расход испарителя 2х118.04 м3/ч указан на основе температуры точки росы испарителя и конденсатора. Уровень шума 70 дБ на расстоянии 10 метров от чиллера. Установки серии EBHV имеют воздушное охлаждение конденсатора на базе винтовых компрессоров. Чиллер соответствует стандартам качества ISO 9001:2008. Может быть установлен в помещении или на улице. После покупки полностью готов к эксплуатации. Все компоненты подключены, чиллер заправлен маслом и хладоагетом.","Скорость охлаждения:1551.4 кВт Мощность компрессора:336.2 кВт Кол-во компрессоров:2 Скорость охлаждения:1551.4 кВт Мощность компрессора:336.2 кВт Кол-во компрессоров:2 Регулирование производительности:6-ти ступенчатое или плавное Кол-во вентиляторов:20 Мощность вентилятора:1.8 кВт Расход конденсатора:130.4 м3/с Расход испарителя:2х118.04 м3/ч Заправка масла:70 л Заправка хладагента:444 кг Уровень шума:70 дБ Масса:10670 кг Габаритные размеры Д/Ш/В:12000x2250x2605 мм Присоединительные размеры испарителя, вход / выход:2х DN200 Тип присоединения на испарителе:Фланцы ",https://rusgroupp.ru/assets/images/products/1884/ebhv-s.jpg https://rusgroupp.ru/assets/images/products/1884/ebhv-s2.jpg 
