Название,Цена,Описание,Характеристики,Фото 
Магистральный фильтр стерильной фильтрации Dalgakiran G100 MSS,8 882 руб.,,"Производительность:1.66 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1/2"" дюйм Производительность:1.66 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1/2"" дюйм Макс. температура на входе:50 ºС Картридж:из нержавеющей стали Отделение партикуля более:0.01 мкм Падение давления:100 мбар Макс. температура стерилизации:130 ºС Степень фильтрации:Микроочистка Производительность:2.17 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3/4"" дюйм Производительность:3.08 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1'' дюйм Производительность:2.5 м³/мин ",https://rusgroupp.ru/assets/images/products/1511/g-mss1.jpg https://rusgroupp.ru/assets/images/products/1511/g-mss2.jpg 
Осушитель DK 3600 HPN,1 483 760 руб.,"Рефрижераторный осушитель серии Dalgakiran DRYAIR DK HP предназначен для осушки сжатого воздуха с максимальным давлением 45 бар. Номинальный расход (производительность) был рассчитан при следующих условиях: давление на входе: 40 бар, температура на входе: 35°C.","Производительность:60 м³/мин Рабочее давление:45 бар Питание:400 В Производительность:60 м³/мин Рабочее давление:45 бар Питание:400 В Выход сжатого воздуха:2 1/2"" дюйм Тип осушителя:Рефрижераторный Габаритные размеры Д/Ш/В:1162x797x1495 мм Масса:425 кг Точка росы:3 °C Хладогент:R134A Макс. температура окружающей среды:45 ºС Мин. температура окружающей среды:25 ºС Макс. температура на входе:50 ºС Производительность:60 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN 100 дюйм Производительность:60 м³/мин Рабочее давление:14 бар Выход сжатого воздуха:DN 100 дюйм Производительность:60 м³/мин Рабочее давление:14 бар Выход сжатого воздуха:DN 100 дюйм ",https://rusgroupp.ru/assets/images/products/1256/dk-hpn.jpg 
Магистральный фильтр стерильной фильтрации Dalgakiran G150 MSS,11 888 руб.,,"Производительность:2.5 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3/4"" дюйм Производительность:2.5 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3/4"" дюйм Макс. температура на входе:50 ºС Картридж:из нержавеющей стали Отделение партикуля более:0.01 мкм Падение давления:100 мбар Макс. температура стерилизации:130 ºС Степень фильтрации:Микроочистка Производительность:3.47 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN200 дюйм Производительность:2.5 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN150 дюйм Производительность:4.17 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1'' дюйм ",https://rusgroupp.ru/assets/images/products/1512/g-mss1.jpg https://rusgroupp.ru/assets/images/products/1512/g-mss2.jpg 
Магистральный фильтр стерильной фильтрации Dalgakiran G200 MSS,12 528 руб.,,"Производительность:3.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3/4"" дюйм Производительность:3.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3/4"" дюйм Макс. температура на входе:50 ºС Картридж:из нержавеющей стали Отделение партикуля более:0.01 мкм Падение давления:100 мбар Макс. температура стерилизации:130 ºС Степень фильтрации:Микроочистка Производительность:3.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3/4 дюйм Производительность:3.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1'' дюйм Производительность:5 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:11/4"" дюйм ",https://rusgroupp.ru/assets/images/products/1513/g-mss1.jpg https://rusgroupp.ru/assets/images/products/1513/g-mss2.jpg 
Осушитель DRC 495 THERMAL MASS,348 840 руб.,,"Производительность:0.13 м³/мин Рабочее давление:16 бар Питание:230 В Производительность:0.13 м³/мин Рабочее давление:16 бар Питание:230 В Выход сжатого воздуха:2"" дюйм Тип осушителя:Рефрижераторный Габаритные размеры Д/Ш/В:855x725x1505 мм Масса:178 кг Точка росы:3 °C Тип фильтров:GKO 851 MX+MY Хладогент:R134a Производительность:0.58 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1/2 дюйм Производительность:1.67 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1/2'' дюйм Производительность:1.16 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1/2 дюйм ",https://rusgroupp.ru/assets/images/products/1258/rk.jpg 
Магистральный фильтр стерильной фильтрации Dalgakiran G250 MSS,14 602 руб.,,Производительность:4.16 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1 дюйм Производительность:4.16 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1 дюйм Макс. температура на входе:50 ºС Картридж:из нержавеющей стали Отделение партикуля более:0.01 мкм Падение давления:100 мбар Макс. температура стерилизации:130 ºС Степень фильтрации:Микроочистка Производительность:4.17 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1'' дюйм Производительность:6.00 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:1 1/2'' дюйм Производительность:6 м³/мин ,https://rusgroupp.ru/assets/images/products/1514/g-mss1.jpg https://rusgroupp.ru/assets/images/products/1514/g-mss2.jpg 
Осушитель DRC 623 THERMAL MASS,404 600 руб.,,"Производительность:0.17 м³/мин Рабочее давление:16 бар Питание:230 В Производительность:0.17 м³/мин Рабочее давление:16 бар Питание:230 В Выход сжатого воздуха:2"" дюйм Тип осушителя:Рефрижераторный Габаритные размеры Д/Ш/В:855x725x1505 мм Масса:184 кг Точка росы:3 °C Тип фильтров:GKO 1210 MX+MY Хладогент:R134a Производительность:0.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:2"" дюйм Производительность:1.2 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1/4"" дюйм Производительность:1.08 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN100 дюйм ",https://rusgroupp.ru/assets/images/products/1259/rk.jpg 
Магистральный фильтр стерильной фильтрации Dalgakiran G300 MSS,15 453 руб.,,"Производительность:5 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:11/4"" дюйм Производительность:5 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:11/4"" дюйм Макс. температура на входе:50 ºС Картридж:из нержавеющей стали Отделение партикуля более:0.01 мкм Падение давления:100 мбар Макс. температура стерилизации:130 ºС Степень фильтрации:Микроочистка Производительность:6 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:1.5 дюйм Производительность:5 м³/мин Производительность:5 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1 1/2'' дюйм ",https://rusgroupp.ru/assets/images/products/1515/g-mss1.jpg https://rusgroupp.ru/assets/images/products/1515/g-mss2.jpg 
Осушитель DRC 930 THERMAL MASS,471 444 руб.,,"Производительность:0.25 м³/мин Рабочее давление:16 бар Питание:230 В Производительность:0.25 м³/мин Рабочее давление:16 бар Питание:230 В Выход сжатого воздуха:2"" дюйм Тип осушителя:Рефрижераторный Габаритные размеры Д/Ш/В:830x730x1765 мм Масса:242 кг Точка росы:3 °C Тип фильтров:GKO 1210 MX+MY Хладогент:R134a Производительность:0.42 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1/2'' дюйм Производительность:0.77 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3"" дюйм Производительность:1.41 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN100 дюйм ",https://rusgroupp.ru/assets/images/products/1260/rk.jpg 
Магистральный фильтр стерильной фильтрации Dalgakiran G500 MSS,17 902 руб.,,"Производительность:8.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:11/4"" дюйм Производительность:8.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:11/4"" дюйм Макс. температура на входе:50 ºС Картридж:из нержавеющей стали Отделение партикуля более:0.01 мкм Падение давления:100 мбар Макс. температура стерилизации:130 ºС Степень фильтрации:Микроочистка Производительность:9.58 м³/мин Рабочее давление:45 бар Выход сжатого воздуха:1 1/4"" дюйм Производительность:10 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:9 1/2'' дюйм Производительность:10 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1"" дюйм ",https://rusgroupp.ru/assets/images/products/1516/g-mss1.jpg https://rusgroupp.ru/assets/images/products/1516/g-mss2.jpg 
Осушитель DRC 1200 THERMAL MASS,782 680 руб.,,"Производительность:0.33 м³/мин Рабочее давление:16 бар Питание:400 В Производительность:0.33 м³/мин Рабочее давление:16 бар Питание:400 В Выход сжатого воздуха:2"" дюйм Тип осушителя:Рефрижераторный Габаритные размеры Д/Ш/В:830x730x1765 мм Масса:253 кг Точка росы:3 °C Тип фильтров:GKO 1210 MX+MY Хладогент:R134a Производительность:1.45 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3/4"" дюйм Производительность:0.75 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1/2'' дюйм Производительность:0.42 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1/2'' дюйм ",https://rusgroupp.ru/assets/images/products/1261/rk.jpg 
Магистральный фильтр стерильной фильтрации Dalgakiran G600 MSS,18 752 руб.,,"Производительность:10 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:11/2"" дюйм Производительность:10 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:11/2"" дюйм Макс. температура на входе:50 ºС Картридж:из нержавеющей стали Отделение партикуля более:0.01 мкм Падение давления:100 мбар Макс. температура стерилизации:130 ºС Степень фильтрации:Микроочистка Производительность:10 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1"" дюйм Производительность:10 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:11 1/2'' дюйм Производительность:10 м³/мин ",https://rusgroupp.ru/assets/images/products/1517/g-mss1.jpg https://rusgroupp.ru/assets/images/products/1517/g-mss2.jpg 
Осушитель DRC 1388 THERMAL MASS,881 688 руб.,,"Производительность:0.38 м³/мин Рабочее давление:16 бар Питание:400 В Производительность:0.38 м³/мин Рабочее давление:16 бар Питание:400 В Выход сжатого воздуха:3"" дюйм Тип осушителя:Рефрижераторный Габаритные размеры Д/Ш/В:1150x800x1740 мм Масса:295 кг Точка росы:3 °C Тип фильтров:GKO 1820 MX+MY Хладогент:R134a Производительность:1.41 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN100 дюйм Производительность:1.45 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3/4"" дюйм Производительность:0.58 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1/2 дюйм ",https://rusgroupp.ru/assets/images/products/1262/rk.jpg 
Магистральный фильтр стерильной фильтрации Dalgakiran G851 MSS,26 253 руб.,,"Производительность:14.18 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:2 дюйм Производительность:14.18 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:2 дюйм Макс. температура на входе:50 ºС Картридж:из нержавеющей стали Отделение партикуля более:0.01 мкм Падение давления:100 мбар Макс. температура стерилизации:130 ºС Степень фильтрации:Микроочистка Производительность:15.17 м³/мин Рабочее давление:45 бар Выход сжатого воздуха:1 1/4"" дюйм Производительность:14.18 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:5 '' дюйм Производительность:15 м³/мин ",https://rusgroupp.ru/assets/images/products/1518/g-mss1.jpg https://rusgroupp.ru/assets/images/products/1518/g-mss2.jpg 
Осушитель DRC 1800 THERMAL MASS,976 072 руб.,,"Производительность:0.5 м³/мин Рабочее давление:16 бар Питание:400 В Производительность:0.5 м³/мин Рабочее давление:16 бар Питание:400 В Выход сжатого воздуха:3"" дюйм Тип осушителя:Рефрижераторный Габаритные размеры Д/Ш/В:1150x800x1740 мм Масса:310 кг Точка росы:3 °C Тип фильтров:GKO 1820 MX+MY Хладогент:R134a Производительность:0.58 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1/2'' дюйм Производительность:0.83 м³/мин Рабочее давление:45 бар Выход сжатого воздуха:3/4'' дюйм Производительность:1.41 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN100 дюйм ",https://rusgroupp.ru/assets/images/products/1263/rk.jpg 
Магистральный фильтр стерильной фильтрации Dalgakiran G1210 MSS,29 951 руб.,,Производительность:20.16 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:2 дюйм Производительность:20.16 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:2 дюйм Макс. температура на входе:50 ºС Картридж:из нержавеющей стали Отделение партикуля более:0.01 мкм Падение давления:100 мбар Макс. температура стерилизации:130 ºС Степень фильтрации:Микроочистка Производительность:20.83 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN 80 дюйм Производительность:20.17 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:8 '' дюйм Производительность:20.83 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:DN 80 дюйм ,https://rusgroupp.ru/assets/images/products/1519/g-mss1.jpg https://rusgroupp.ru/assets/images/products/1519/g-mss2.jpg 
Осушитель DRC 2500 THERMAL MASS,1 159 808 руб.,,"Производительность:0.69 м³/мин Рабочее давление:16 бар Питание:400 В Производительность:0.69 м³/мин Рабочее давление:16 бар Питание:400 В Выход сжатого воздуха:3"" дюйм Тип осушителя:Рефрижераторный Габаритные размеры Д/Ш/В:1315x880x1790 мм Масса:411 кг Точка росы:3 °C Тип фильтров:GKO 1820 MX+MY Хладогент:R134a Производительность:1.93 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN150 дюйм Производительность:1.16 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1/2 дюйм Производительность:1.67 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1/2'' дюйм ",https://rusgroupp.ru/assets/images/products/1264/rk.jpg 
Магистральный фильтр стерильной фильтрации Dalgakiran G1520 MSS,38 995 руб.,,"Производительность:25.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:2 1/2"" дюйм Производительность:25.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:2 1/2"" дюйм Макс. температура на входе:50 ºС Картридж:из нержавеющей стали Отделение партикуля более:0.01 мкм Падение давления:100 мбар Макс. температура стерилизации:130 ºС Степень фильтрации:Микроочистка Производительность:27.14 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3"" дюйм Производительность:26 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1 1/2"" дюйм Производительность:26.67 м³/мин Рабочее давление:45 бар Выход сжатого воздуха:2"" дюйм ",https://rusgroupp.ru/assets/images/products/1520/g-mss1.jpg https://rusgroupp.ru/assets/images/products/1520/g-mss2.jpg 
Осушитель DRC 2775 THERMAL MASS,1 310 768 руб.,,"Производительность:0.77 м³/мин Рабочее давление:16 бар Питание:400 В Производительность:0.77 м³/мин Рабочее давление:16 бар Питание:400 В Выход сжатого воздуха:3"" дюйм Тип осушителя:Рефрижераторный Габаритные размеры Д/Ш/В:1315x880x1790 мм Масса:443 кг Точка росы:3 °C Тип фильтров:GKO 2700 MX+MY Хладогент:R134a Производительность:2.5 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1'' дюйм Производительность:2.17 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:1'' дюйм Производительность:2.17 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3/4"" дюйм ",https://rusgroupp.ru/assets/images/products/1265/rk.jpg 
Магистральный фильтр стерильной фильтрации Dalgakiran G1820 MSS,40 697 руб.,,Производительность:30.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3 дюйм Производительность:30.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3 дюйм Макс. температура на входе:50 ºС Картридж:из нержавеющей стали Отделение партикуля более:0.01 мкм Падение давления:100 мбар Макс. температура стерилизации:130 ºС Степень фильтрации:Микроочистка ,https://rusgroupp.ru/assets/images/products/1521/g-mss1.jpg https://rusgroupp.ru/assets/images/products/1521/g-mss2.jpg 
Осушитель DRC 3330 THERMAL MASS,1 527 620 руб.,,Производительность:0.92 м³/мин Рабочее давление:16 бар Питание:400 В Производительность:0.92 м³/мин Рабочее давление:16 бар Питание:400 В Выход сжатого воздуха:DN100 дюйм Тип осушителя:Рефрижераторный Габаритные размеры Д/Ш/В:1400x850x1840 мм Масса:537 кг Точка росы:3 °C Тип фильтров:GKO 2700 MX+MY Хладогент:R134a Производительность:2.17 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1'' дюйм Производительность:2.17 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:1'' дюйм Производительность:1.41 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN100 дюйм ,https://rusgroupp.ru/assets/images/products/1266/rk.jpg 
Магистральный фильтр стерильной фильтрации Dalgakiran G2220 MSS,42 825 руб.,,Производительность:37 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3 дюйм Производительность:37 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3 дюйм Макс. температура на входе:50 ºС Картридж:из нержавеющей стали Отделение партикуля более:0.01 мкм Падение давления:100 мбар Макс. температура стерилизации:130 ºС Степень фильтрации:Микроочистка ,https://rusgroupp.ru/assets/images/products/1522/g-mss1.jpg https://rusgroupp.ru/assets/images/products/1522/g-mss2.jpg 
Осушитель DRC 3915 THERMAL MASS,1 640 840 руб.,,"Производительность:1.08 м³/мин Рабочее давление:16 бар Питание:400 В Производительность:1.08 м³/мин Рабочее давление:16 бар Питание:400 В Выход сжатого воздуха:DN100 дюйм Тип осушителя:Рефрижераторный Габаритные размеры Д/Ш/В:1400x850x1840 мм Масса:557 кг Точка росы:3 °C Хладогент:R134a Производительность:1.66 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1/2"" дюйм Производительность:2.17 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1'' дюйм Производительность:2.5 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3/4"" дюйм ",https://rusgroupp.ru/assets/images/products/1267/rk.jpg 
Осушитель DRC 5085 THERMAL MASS,1 838 720 руб.,,Производительность:1.41 м³/мин Рабочее давление:16 бар Питание:400 В Производительность:1.41 м³/мин Рабочее давление:16 бар Питание:400 В Выход сжатого воздуха:DN100 дюйм Тип осушителя:Рефрижераторный Габаритные размеры Д/Ш/В:1620x1080x1995 мм Масса:737 кг Точка росы:3 °C Хладогент:R134a Производительность:2.83 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1 1/2'' дюйм Производительность:3.08 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:1'' дюйм Производительность:2.17 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:1'' дюйм ,https://rusgroupp.ru/assets/images/products/1268/rk.jpg 
Магистральный фильтр высокого давления Dalgakiran HG100 MA,20 468 руб.,,"Производительность:1.2 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1/4"" дюйм Производительность:1.2 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1/4"" дюйм Масса:3.2 кг Макс. температура на входе:25 ºС Ширина (A):113.4 мм Длина (B):115.4 мм Доп. размер (C):25.75 мм Доп. размер (D):155 мм Картридж:MA Отделение партикуля более:0.01 мкм Падение давления:80 мбар Степень фильтрации:Тонкая Остаточное содержание масла:0.003 мг/м³ Цвет элемента:Металлик Производительность:2.5 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1'' дюйм Производительность:1.42 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1 1/2'' дюйм Производительность:1.67 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1/2'' дюйм ",https://rusgroupp.ru/assets/images/products/1524/hg.jpg 
Осушитель DRC 5850 THERMAL MASS,2 244 272 руб.,,Производительность:1.62 м³/мин Рабочее давление:16 бар Питание:400 В Производительность:1.62 м³/мин Рабочее давление:16 бар Питание:400 В Выход сжатого воздуха:DN100 дюйм Тип осушителя:Рефрижераторный Габаритные размеры Д/Ш/В:1620x1080x1995 мм Масса:760 кг Точка росы:3 °C Хладогент:R134a Производительность:2.17 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1 1/2'' дюйм Производительность:2.83 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1 1/2'' дюйм Производительность:1.67 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1/2'' дюйм ,https://rusgroupp.ru/assets/images/products/1269/rk.jpg 
Магистральный фильтр высокого давления Dalgakiran HG100 MX,20 468 руб.,,"Производительность:1.2 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1/4"" дюйм Производительность:1.2 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1/4"" дюйм Масса:3.2 кг Макс. температура на входе:65 ºС Ширина (A):113.4 мм Длина (B):115.4 мм Доп. размер (C):25.75 мм Доп. размер (D):155 мм Картридж:MX Отделение партикуля более:1 мкм Падение давления:80 мбар Степень фильтрации:Тонкая Остаточное содержание масла:0.5 мг/м³ Цвет элемента:Синий Производительность:2.17 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:1'' дюйм Производительность:3.08 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:1'' дюйм Производительность:2.17 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:1'' дюйм ",https://rusgroupp.ru/assets/images/products/1525/hg.jpg 
Осушитель DRC 6975 THERMAL MASS,2 428 212 руб.,,Производительность:1.93 м³/мин Рабочее давление:16 бар Питание:400 В Производительность:1.93 м³/мин Рабочее давление:16 бар Питание:400 В Выход сжатого воздуха:DN150 дюйм Тип осушителя:Рефрижераторный Габаритные размеры Д/Ш/В:2190x1065x2025 мм Масса:941 кг Точка росы:3 °C Хладогент:R134a Производительность:3.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1'' дюйм Производительность:3.08 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:1'' дюйм Производительность:3.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1'' дюйм ,https://rusgroupp.ru/assets/images/products/1270/rk.jpg 
Магистральный фильтр высокого давления Dalgakiran HG100 MY,20 468 руб.,,"Производительность:1.2 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1/4"" дюйм Производительность:1.2 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1/4"" дюйм Масса:3.2 кг Макс. температура на входе:65 ºС Ширина (A):113.4 мм Длина (B):115.4 мм Доп. размер (C):25.75 мм Доп. размер (D):155 мм Картридж:MY Отделение партикуля более:0.01 мкм Падение давления:100 мбар Степень фильтрации:Тонкая Остаточное содержание масла:0.01 мг/м³ Цвет элемента:Красный Производительность:2.17 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3/4"" дюйм Производительность:2.5 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN150 дюйм Производительность:1.62 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:DN100 дюйм ",https://rusgroupp.ru/assets/images/products/1526/hg.jpg 
Осушитель DRC 7875 THERMAL MASS,2 809 964 руб.,,"Производительность:2.18 м³/мин Рабочее давление:16 бар Питание:400 В Производительность:2.18 м³/мин Рабочее давление:16 бар Питание:400 В Выход сжатого воздуха:DN150 дюйм Тип осушителя:Рефрижераторный Габаритные размеры Д/Ш/В:2190x1065x2025 мм Масса:963 кг Точка росы:3 °C Хладогент:R134a Производительность:3.5 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1/2"" дюйм Производительность:3.5 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1/2"" дюйм Производительность:2.5 м³/мин ",https://rusgroupp.ru/assets/images/products/1271/rk.jpg 
Магистральный фильтр высокого давления Dalgakiran HG300 MA,21 828 руб.,,"Производительность:3.5 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1/2"" дюйм Производительность:3.5 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1/2"" дюйм Масса:3.2 кг Макс. температура на входе:25 ºС Ширина (A):113.4 мм Длина (B):115.4 мм Доп. размер (C):25.75 мм Доп. размер (D):155 мм Картридж:MA Отделение партикуля более:0.01 мкм Падение давления:80 мбар Степень фильтрации:Тонкая Остаточное содержание масла:0.003 мг/м³ Цвет элемента:Металлик Производительность:4.17 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1'' дюйм Производительность:5 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1 1/2"" дюйм Производительность:5 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:4 1/2'' дюйм ",https://rusgroupp.ru/assets/images/products/1527/hg.jpg 
Осушитель DRC 9000 THERMAL MASS,3 347 572 руб.,,"Производительность:2.5 м³/мин Рабочее давление:16 бар Питание:400 В Производительность:2.5 м³/мин Рабочее давление:16 бар Питание:400 В Выход сжатого воздуха:DN150 дюйм Тип осушителя:Рефрижераторный Габаритные размеры Д/Ш/В:2900x1200x2120 мм Масса:1025 кг Точка росы:3 °C Хладогент:R134a Производительность:3.08 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1'' дюйм Производительность:3.33 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:3/4"" дюйм Производительность:3.30 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1 1/2"" дюйм ",https://rusgroupp.ru/assets/images/products/1272/rk.jpg 
Магистральный фильтр высокого давления Dalgakiran HG300 MP,21 828 руб.,,"Производительность:3.5 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1/2"" дюйм Производительность:3.5 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1/2"" дюйм Масса:3.2 кг Макс. температура на входе:65 ºС Ширина (A):113.4 мм Длина (B):115.4 мм Доп. размер (C):25.75 мм Доп. размер (D):155 мм Картридж:MP Отделение партикуля более:5 мкм Падение давления:40 мбар Степень фильтрации:Тонкая Остаточное содержание масла:5 мг/м³ Цвет элемента:Зеленый Производительность:3.5 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1/2"" дюйм Производительность:4.17 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1'' дюйм Производительность:4.17 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:1 дюйм ",https://rusgroupp.ru/assets/images/products/1528/hg.jpg 
Осушитель DRC 10500 THERMAL MASS,3 913 264 руб.,,"Производительность:2.91 м³/мин Рабочее давление:16 бар Питание:400 В Производительность:2.91 м³/мин Рабочее давление:16 бар Питание:400 В Выход сжатого воздуха:DN200 дюйм Тип осушителя:Рефрижераторный Габаритные размеры Д/Ш/В:2900x1200x2120 мм Масса:1162 кг Точка росы:3 °C Хладогент:R134a Производительность:3.08 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1'' дюйм Производительность:4.17 м³/мин Рабочее давление:10 бар Выход сжатого воздуха:1'' дюйм Производительность:3.5 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1/2"" дюйм ",https://rusgroupp.ru/assets/images/products/1273/rk.jpg 
Магистральный фильтр высокого давления Dalgakiran HG300 MX,21 828 руб.,,"Производительность:3.5 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1/2"" дюйм Производительность:3.5 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1/2"" дюйм Масса:3.2 кг Макс. температура на входе:65 ºС Ширина (A):113.4 мм Длина (B):115.4 мм Доп. размер (C):25.75 мм Доп. размер (D):155 мм Картридж:MX Отделение партикуля более:1 мкм Падение давления:80 мбар Степень фильтрации:Тонкая Остаточное содержание масла:0.5 мг/м³ Цвет элемента:Синий Производительность:4.17 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1'' дюйм Производительность:3.5 м³/мин Рабочее давление:50 бар Выход сжатого воздуха:1/2"" дюйм Производительность:5 м³/мин Рабочее давление:16 бар Выход сжатого воздуха:1 дюйм ",https://rusgroupp.ru/assets/images/products/1529/hg.jpg 
